comment_id,body,rating
UgzHduB8hJNtSSVQJ-t4AaABAg,god,1
UgxB4Ya7EeXjnL2gXrF4AaABAg,nice,1
UgwTHUgTPBxRu8bz6-l4AaABAg,kind person,1
UgjVVUkF3LLWNXgCoAEC,lok god,1
UgzhYX7nMHIoIuivJKB4AaABAg,col,1
Ugy7yj_9Ra6e6ba8DDx4AaABAg,dude funi,1
Ugxm1szLhsMtuYNTUGZ4AaABAg,coment funi laugh,1
UgySn7yTSWAwIBabrEx4AaABAg,man legend,1
Ugyfai9wYuh3_6Y3dgt4AaABAg,may cring funi cring,1
UgyxsLz_JG-nCgrgMOh4AaABAg,laugh not know how love cringement,1
UgxXoWCFy2fOeGSYP9d4AaABAg,cmon it hilari,1
Ugx9sMiXKKXV29dPt2N4AaABAg,love some skr skirt,1
UgzA9_TdRkYz1nfjFBV4AaABAg,actuali start love cring xd,1
UgygMf1dZXnTRLe5enR4AaABAg,love him,1
UgxzHeb1n514Ow7O88d4AaABAg,actuali enjoy coment hes kinda corni sure has great enthusiasm,1
UgzdSCXXSZriw8nOjlZ4AaABAg,love coment smile,1
UgwsvtG8cZmcHp_jynx4AaABAg,anoth talent mathew pose,1
Ugxn2Ag15UkrVAtPDh54AaABAg,kinda love this it not mumbl rap bs plus mat lok hot,1
Ugy1Wp2qqlNY2212gCt4AaABAg,love mathew kile,1
Ugxv28EU_oNlNd7b13h4AaABAg,dang mat kilin it,1
Ugzo7Rf5bNJFl6e5mYR4AaABAg,bruh god ol day,1
UgxU0Pzs3N6MMRDgSdV4AaABAg,best song ever,1
UgyRgqDxNbS1_4I63dJ4AaABAg,mathew s lyric great thou,1
UgzYexcaXBJ0LynLTOF4AaABAg,hela late god job mat,1
Ugyni2W3FKuZDHttnjp4AaABAg,definit not deserv dislik level,1
Ugxr5x-GjFOABloQKV14AaABAg,bro when next song not let hater stop,1
UgzGBY1UTZtRhbi1g194AaABAg,mathew should becom raper,1
Ugw14k_O9DwNi2ImCSp4AaABAg,love much mathew beauti man not stop do do you,1
UgwJHx07Hjq99EpujQd4AaABAg,not bad actuali,1
UgyHfJNaY-bgI_30eFB4AaABAg,super fresh laugh god job mat,1
Ugw_yUIuD020h9TcGIZ4AaABAg,under,1
UgxXDo6_Q8JEq7r-OhJ4AaABAg,dope trackguyz,1
UgwSy2unEcNog8zWiQR4AaABAg,dam love thumbnail,1
UgyDduR44vVonzXkWyN4AaABAg,mat drope bar awesom job mat,1
UgwT9F3OFVNxlrwMgDl4AaABAg,sick beat mat sick beat,1
UgziBKs3B7btyR0hWOd4AaABAg,fav part audit got lit,1
Ugwb8flg9cGO8KuZocB4AaABAg,col imho,1
UgwKto97pMKGpKs3LCx4AaABAg,ey actuali preti god,1
UgxvMOe0aHLod0C_yAV4AaABAg,god doe so mani dislik,1
UgzdQzZrkiiAU3S1jTZ4AaABAg,hes actuali reali god,1
Ugzp69CIXgAmpNTsTwV4AaABAg,subscrib,1
Ugyjr2OROxoMp-vsR8J4AaABAg,meh god first music video god job,1
UgxIc5sf1M34_koLsWx4AaABAg,nice,1
UgxLQEpLJDVMZYb0TpN4AaABAg,fire dislik,1
Ugz45KpV2jwk2EvslgF4AaABAg,mathew kile,1
UgzrxlyZqaH52PdzLcZ4AaABAg,k ki say,1
UgxkwZC9NwU34bfr4ht4AaABAg,love this it amaz word mathew has made spechl love,1
Ugxf7q6yAaWxst4MsNR4AaABAg,smile love god love it,1
UgwRNFzeyPIjWOHhT0R4AaABAg,ima honest love mathew his voic not much raper voic xp,1
UgwgOZ2IbV7_UJix1lp4AaABAg,love,1
UgzzQmi5kDSerhBgD_h4AaABAg,mathew lok great,1
UgzQg1V08S3Q3ilcNAB4AaABAg,youtub song actuali did enjoy mani dislik,1
Ugx-WqTr5eeaPrZMl2x4AaABAg,love it talent mat love video mater content d,1
UgxUlw-8FqnIRNOF4Hx4AaABAg,love song,1
UgysRDyDOo9Kb7z-p2Z4AaABAg,love song,1
UgytN7D5fIIuE-zAwsd4AaABAg,cute,1
Ugysmml0mC5bdlPhp9p4AaABAg,not bad al,1
UgwlN8vvfgvoYXoMY714AaABAg,smal crush mat grew like time dure video oh god,1
UgxX3sroO_wmTqFmvHJ4AaABAg,not like type music that me think did god job kep tri more music make beter wil get wil apeal greater adiuenc wil watch everyon post never unsubscrib,1
UgxVf6VaIS-ZuZ92vx54AaABAg,god ish,1
Ugww-V35HzQqIUrUFlV4AaABAg,sound like distrack literali everi singl view hungri youtub exist love pasion,1
UgwxU5U7bMSRipXzDsN4AaABAg,we love mat,1
UgxiGd1MIZyjd-uVwpx4AaABAg,actuali enjoy song much hate it,1
Ugw2CrNBhVGE7Aqr3j94AaABAg,exced expect love it sori saw late reali interest comentari apreci that it reali god,1
Ugx1Y-iKqyc1oy2wZKR4AaABAg,lovo it,1
Ugy9G-7U9zI4PvoB2R94AaABAg,best,1
UgwHbe9md0_D1zWvS-54AaABAg,mis clone comedi skit,1
UgwXlZmNfCbDKye6AUF4AaABAg,love mat versatil fact,1
Ugwr2Jwx-CNeezZQuS14AaABAg,nice,1
UgwngTv7Bcdl0riz5ZF4AaABAg,awesom,1
UgxREmOjiLQksLeYWup4AaABAg,love it,1
Ugxzgl2cSYkUKTOHhBh4AaABAg,like tbh ned find true mean behind song,1
UgwNpfyvzcg5k0iaeYt4AaABAg,love matew glad did this reali do like it,1
UgyXv0__YIPgja7PgzV4AaABAg,got back can alway reli us listen,1
Ugw5_n4JheMvqK7gH0N4AaABAg,gerard aprov,1
Ugy_yEiCGAwS1hRLlcB4AaABAg,lok so fucken sexi,1
UgwKMkiNveF6W74-6Wh4AaABAg,preti god,1
Ugy60UcCBlv8ZgSVtWZ4AaABAg,like,1
Ugx5WaP-kIMBoDdkliZ4AaABAg,awesom dude has talent absolut amaz mathew hopefuli make more,1
UgzUhA6iheMlhaNVBAN4AaABAg,swet love,1
UgwsdE-nhRPF5tzT_dF4AaABAg,mat do everyon favor ignor hater hate comentsdislik thought preti god besid should do want not want,1
UgzDSmJ92oRKqokVKPV4AaABAg,fire,1
UgyFe7JzVN9j-u2S76l4AaABAg,dope song,1
Ugwj-z1rXzVxHt2lV-Z4AaABAg,kinda like song has catchi beat song made by tuber that not dis track now tel guy not origin,1
UgysrH06lTUp3MAlMqR4AaABAg,veri rare post vbid havnt ben sign had sign say wow love it mesag behind amaz wil have thison phone hard thing depres if kep go kep man practic make perfect kep up god work d,1
UgxNFfvY65Wv3m1emZh4AaABAg,not badnot bad god,1
UgzKlvWdmDvXuCnugql4AaABAg,hm not bad not bad,1
UgxEuXZ_Bkt74VOC9Ld4AaABAg,like dis tho,1
UgyX7xKVFt4PoorWZqx4AaABAg,like song vid lok great as wel suck there k dislik k like like tho,1
Ugw3353QryaOPkrozzN4AaABAg,gete much hate it great mat tri new thing broadan horizon,1
UgxAcCxIXD-BdRQUj7F4AaABAg,like,1
Ugx5U4DxhuaIwrQKCw14AaABAg,love swol asf,1
Ugwa3gd-Op6dPLSHm2Z4AaABAg,first rap ive heard real meaning lyric,1
UgxfnnuX8B2Z6WcYLMB4AaABAg,love se this it about time someon brought someth difer tabl kep up love content,1
UgwegkMHLXd5P3_3E_N4AaABAg,love humbl this,1
UgxuCsvrWIOvVOJyGeZ4AaABAg,love,1
Ugz8msUD4DoFabuIPVx4AaABAg,great song mat,1
UgxY4senNxgl81-AFnZ4AaABAg,bomb love it,1
UgzF_1XtZXblZClRkFZ4AaABAg,helo mat not listen hate coment by way vid awesom,1
Ugw8YRoqClpsWnyB69J4AaABAg,awesom mat,1
Ugy8ebdhUp9GIrsOvlt4AaABAg,awesom,1
Ugw-epwszEJSUWpF1Vd4AaABAg,kile f hater,1
UgyMtH-sjSW9WuTbtzl4AaABAg,song ok dope,1
UgzxzAbAAJj_qRvFMGR4AaABAg,love stuf mathew,1
Ugzree3s4HhhIlhoF5Z4AaABAg,atleast it beter then hefner by tana mongeau,1
Ugzm9KTVM8vi91SrGw14AaABAg,love honesti video kep up great work man,1
Ugwic3oJ9jegmOlUq5J4AaABAg,mat part best,1
UgyjX1OCwKtvMHlDiZl4AaABAg,much hate music video got,1
UgxA1B2jDe0uZ1So63N4AaABAg,least beter than jake paul,1
UgxtvwQae0zehrtQ31x4AaABAg,veri god,1
UgwwwdYd3dklQC3Yy-J4AaABAg,mat kile,1
UgxcERakFd-pyslvc394AaABAg,col song like,1
UgyQ2NNGS9qu-dkMZXR4AaABAg,not like mixmast song awesom wel done mat,1
UgxtP7tE5iLEyTQyy5h4AaABAg,mat do whatev want man il alway fan your,1
Ugyu9GNr5bId8XzJk1l4AaABAg,love it d,1
UgyBQiiYv5jr1O3r49p4AaABAg,like it,1
UgzoDHEuxU3-YlQj8EF4AaABAg,o god best song ive ever heard mathew sound maze,1
UgwwQQJnrI8E8GkNfwF4AaABAg,certain beter than jake paul kep up work,1
UgxR2a7VOy1vz-LfsMN4AaABAg,awesom song bro,1
UgyY2ZSRVp7-1WeueBp4AaABAg,preti god,1
Ugy8OQ-WtvzwbHn948l4AaABAg,love mat,1
UgxSSZp3mIE68f2JryJ4AaABAg,doe more dislik than like actuali preti god especiali his mesag youtub start act overtim,1
Ugzh9WxJIm12V55ebsB4AaABAg,damn like straight up damn,1
UgyKsi14DRDSsONPUch4AaABAg,man song deserv more like than dislikesnot hater,1
Ugyk3-Gb5OsnHQFbhDx4AaABAg,nice vocal,1
UgxiXA2jZ04LE65oJhR4AaABAg,it great song,1
Ugxb0bPzAOfFmD8zWGt4AaABAg,like if mathew santoro save hip hop,1
UgzWNfKIwwjYk7mkWr14AaABAg,preti chil song god job,1
UgxAc8yK4yqPctE7m5B4AaABAg,wish could like more than onc,1
Ugy7bO5IeOQTS6iwmkt4AaABAg,mat knew would best vers,1
UgxGTp3DFD04xk3Ti5N4AaABAg,nice done mat dobi dave aprov,1
UgxTnqLLiYbuecZVHvB4AaABAg,not deserv dislik not even bad can tel spent lot time,1
UgxgtyACw0fscdy8wPB4AaABAg,thought reali god put rice gum shame,1
Ugwai-bmzno0Aw5P_YR4AaABAg,love it flow were point,1
Ugzz4QWoeUndzYsiHRx4AaABAg,wait minut song preti god,1
UgxfJvPaJbTr_fJn9rt4AaABAg,cute babi,1
UgxSYtANRTmJDiRTt014AaABAg,great video mat love new form your,1
UgztfMNZ9DdyMAeeWlF4AaABAg,great stori teler,1
Ugy8Vm9WGHmXpzf6oUd4AaABAg,pic where god preti love god,1
UgzXqT0CP4FOYvY-FD94AaABAg,amaz congratul litl one great news both lok veri hapi stori god watch thank share this everyon deserv experi parenthod give love litl one,1
Ugzh_G8G5Gs_FkQuQSt4AaABAg,gona such amaz mom,1
UgxX-ryCkotNcHg4srF4AaABAg,congrat gigi can make video babi enzo closet wish where mom,1
UgwyHtSea6UNo8_UmgB4AaABAg,love guy screw these hater love ya n person,1
Ugwxlz3Hg9MJgy_Uuw94AaABAg,glad ya,1
Ugz_LqqR8k2-PsLu1E94AaABAg,congrat gigi,1
UgzAAAF4Y_uJjErOgMB4AaABAg,love t shirt,1
Ugw2ErOa3vc1HFnW4iZ4AaABAg,oh god god hear,1
UgwsnWbQX_o5lhWIZgN4AaABAg,i love relationship so col,1
UgwdVM7qWzOTpl1LrJV4AaABAg,hapi subscrib chanel pleasur unsubscrib,1
Ugxdr97MujPVcl0rjZp4AaABAg,cute,1
Ugzv2T2J4EKq1eMB7qF4AaABAg,congratul,1
UgzSvPTW0WzLSMYBHWh4AaABAg,aw two amaz smile,1
UgzAb7fysb1zqA3WMzx4AaABAg,gigi wil great dad,1
Ugy1_PO44uGpuIx3a_d4AaABAg,omg yas his ador,1
Ugyp5aDVoSCb5kaFNjB4AaABAg,congratul we love,1
UgxAQ519ZYQvuEvJUJZ4AaABAg,congrat gigi familyhug from india,1
UgzhN3TZD8Z5lmNpJul4AaABAg,f wow,1
UgyJgiYLYQfzMM8LZhB4AaABAg,congrat,1
